,doc,sid,speaker,transcription,cleaned_transcription,translation,mix_to_spa,spa_to_mix
10,2010-12-15-a,2010-12-15-a_000010,Constantino Teodoro Bautista,"yo3o3 su'1ma4 ku4u4 su'1ma(4)=on4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","yo3o3 su'1ma4 ku4u4 su'1ma(4)=on4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","""¿De quién es tu cola gatita?"", le preguntó su hermano.",Los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los cuales son de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los nombres de los cuales son de los nombres de los nombres de los nombres de los nombres de los cuales son son son de los nombres de los cuales son son son son de los cuales son de los cuales son son son son de los nombres de los cuales son son de los cuales son son son son de los nombres de los cuales son son de los cuales son son son son son son son de los cuales son de los cuales son de los cuales son de los cuales son son son son son son son son son de los cuales son de los cuales son son de los cuales son son son son de los cuales son son son de los cuales son son de los cuales son son son son de los cuales son son son son de los cuales son son son de los cuales son son son son son de los cuales son de los cuales son son son son son de los cuales son son son son son son de los cuales son son son de los cuales son son son son son de los cuales son son son son son son son son de los cuales son son de los cuales son los cuales son los cuales son los cuales son los cuales son los cuales son los cuales son los cuales son los cuales son los cuales son los cuales son los cuales son los cuales son,": The souls whose hands were stretched, the souls whose hearts were fried, the souls whose hearts were roasted, the souls whose hearts were burned, you are the souls who carry the white diseases, the blood diseases, the diseases of the pot and you are here,"
11,2010-12-15-a,2010-12-15-a_000011,Constantino Teodoro Bautista,"a4su3 ndi4 *cuchara** ka4chi'3i3 ña4 Ñu4la2 ña'1a3 xi4xi3 ta1 kan3to4ri2 ku4u(4)=a2, ka4chi2=an4 so'3o3 ji'4in4=ra3,","a4su3 ndi4 cuchara ka4chi'3i3 ña4 Ñu4la2 ña'1a3 xi4xi3 ta1 kan3to4ri2 ku4u(4)=a2, ka4chi2=an4 so'3o3 ji'4in4=ra3,","""Pues es la cuchara con que Ñula sirve la comida para el cantor"", le dijo ella.",1n1n1o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1n4o1o1n4o1n4o1n4o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o,"to be ashamed, to be empty, to be diarrheal, to be vomited, to be hand-to-foot, to be mouth-to-heart."
12,2010-12-15-a,2010-12-15-a_000012,Constantino Teodoro Bautista,"ja143 ka'4an2=ra1 ji'4in(4)=an4 ndi4, yo3o3 i3xi4 i3in4 ku4u4 i3xi4 i3in(4)=un4 ran4 mi4chun2","ja143 ka'4an2=ra1 ji'4in(4)=an4 ndi4, yo3o3 i3xi4 i3in4 ku4u4 i3xi4 i3in(4)=un4 ran4 mi4chun2","Luego su hermano le dijo, ""¿De quién son tus bellos gatita?"".",1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o,"que cambie, río que cambie, ídolo que cambie eres tú, ahora tienes que cambiarlo, tiene que ser otro hombre, tiene que curar su boca, tiene que curar su corazón, tiene que curar sus huesos, tiene que curar el estómago de mi hijo de mi criatura llamada Pedro."
13,2010-12-15-a,2010-12-15-a_000013,Constantino Teodoro Bautista,"a4su3 ndi4 ti1ka4chi4 u1bi1 nu14u3 ndi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ña4 Ñu4la2 ku4u(4)=a2, ka4chi2 tu3ku(3)=an4 nda13-kwi3in(3)=an4 yu'3u4=ra3","a4su3 ndi4 ti1ka4chi4 u1bi1 nu14u3 ndi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ña4 Ñu4la2 ku4u(4)=a2, ka4chi2 tu3ku(3)=an4 nda13-kwi3in(3)=an4 yu'3u4=ra3","""Pues es la cobija de doble vista con que se tapa el cantor y su hermana Ñula"", le contestó su hermana.",1o1o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o,", you are the disease of the yellow vulture, the disease of the vulture, you are the disease of the yellow fish, the disease of the prieto fish, you are the disease of the yellow vulture, the disease of the vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture, you are the disease of the yellow vulture."
14,2010-12-15-a,2010-12-15-a_000014,Constantino Teodoro Bautista,"ku4u4=na2 na1 ba4li4 ka'4an2, ka'4an2=ra1 ji'4in4 ku'1ba3=ra2 tan3 nda4-kwi3in(3)=an4, i3kan4 ka'4an2=ra1 ji'4in(4)=an4 ndi4","ku4u4=na2 na1 ba4li4 ka'4an2, ka'4an2=ra1 ji'4in4 ku'1ba3=ra2 tan3 nda4-kwi3in(3)=an4, i3kan4 ka'4an2=ra1 ji'4in(4)=an4 ndi4","Eran niños, y le enseñ+o a su hermana a jugar con estas frases, él preguntando y ella contestando. Él le dijo,",4n4o1n4o2n4o2n4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o5o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o,"head, head whose mouth looms, where my son is in the hands of the spirit who was ashamed, in the hands of the spirit who was empty, where he is in the hands of the spirits who were beaten who were fallen."
15,2010-12-15-a,2010-12-15-a_000015,Constantino Teodoro Bautista,"yo3o3 nda'3a4 ku4u4 nda'3a(4)=on4 ran4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","yo3o3 nda'3a4 ku4u4 nda'3a(4)=on4 ran4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","""¿De quién es tu mano, pues gatita?"",",3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D3D,": Nine potatoes and nine chairs for you evil demons, now you have to step aside, you have to step aside, you have to go out with bone aches, you have to go out with mother air with thief air with sorcerer air because that's you."
16,2010-12-15-a,2010-12-15-a_000016,Constantino Teodoro Bautista,a4su3 ndi4 xa'1a4 tun4 *mesa** xi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ku4u(4)=a2 ka4chi2=an4 so'3o3,a4su3 ndi4 xa'1a4 tun4 mesa xi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ku4u(4)=a2 ka4chi2=an4 so'3o3,"Pues son las patitas de la mesa donde el cantor come con su hermana"", le contestó ella.",1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o4o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o4o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1o1,"to speak well, speak well, speak well, speak live, now I have to know in the main house, in the house of the consultation,"
17,2010-12-15-a,2010-12-15-a_000017,Constantino Teodoro Bautista,"tan42 i3in3 tan42 i3in3 tu'1un3 kan4 ka'4an2=ra1 tan3, ji'4in4 ku'1ba3=ra2 nda4-kwi3in(3)=an4 ka4chi2=an4, ka4chi2=ra1 ji'4in(4)=an4 ndi4","tan42 i3in3 tan42 i3in3 tu'1un3 kan4 ka'4an2=ra1 tan3, ji'4in4 ku'1ba3=ra2 nda4-kwi3in(3)=an4 ka4chi2=an4, ka4chi2=ra1 ji'4in(4)=an4 ndi4","A cada frase que su hermano decía ella contestaba. Luego él le preguntó,",1o1o1o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o,"says it's there, when you say, <i>be'3e3 nu14u3 be'3e3 nda3tu2</i>, now I have to know it, I have to see where it is, then the query gives the answer that we have to tell the person who asked the query, that says that sentence."
18,2010-12-15-a,2010-12-15-a_000018,Constantino Teodoro Bautista,yo3o3 nu'1u3 ku4u4 nu'1u(3)=un4 ran4 mi4chun2,yo3o3 nu'1u3 ku4u4 nu'1u(3)=un4 ran4 mi4chun2,"""¿De quién son tus dientes gatita?""",1o1o2o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o,"burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, burning, bur"
19,2010-12-15-a,2010-12-15-a_000019,Constantino Teodoro Bautista,"a4su3 ndi4 bi1ka1 i3ki4 ka4chi'3i3 ña4 Ñu4la2 ji1ni(4)=an4 ku4u4=run4,ka4chi2=an4 so'3o3 chi2","a4su3 ndi4 bi1ka1 i3ki4 ka4chi'3i3 ña4 Ñu4la2 ji1ni(4)=an4 ku4u4=run4,ka4chi2=an4 so'3o3 chi2","""Pues es el peine de huesos con que Ñula se peina"", contestaba ella.",2o2o4o4o4o4o2o2o2o2o2o2o4o4o2o2o2o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o2o4o4o4o4o4o2o2o2o2o2o4o4o4o4o2o2o2o2o2o4o4o4o4o4o2o2o2o2o2o2o4o4o4o4o4o4o2o2o2o2o2o2o4o4o4o4o4o2o2o2o2o4o4o4o4o4o4o4o4o2o2o2o2o4o4o4o4o4o4o4o4o4o2o2o2o4o4o4o4o4o4o4o2o4o4o4o4o4o4o4o4o4o4o4o2o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o4o,"in the greater depths here you are the one who grows up, who grows, thirteen potatoes and thirteen chairs for you the idol, the idol that keeps the house, the idol that keeps the yard, the idol father, the idol mother."
20,2010-12-15-a,2010-12-15-a_000020,Constantino Teodoro Bautista,"nda4-kwi3in(3)=an4 yu'3u4 kan3to4ri2 ku'1ba(3)=en4 ndi4 kan3to4ri2 ku4u4 ta1 kan4 tan3, tan3 ña4 kan4 ndi4","nda4-kwi3in(3)=an4 yu'3u4 kan3to4ri2 ku'1ba(3)=en4 ndi4 kan3to4ri2 ku4u4 ta1 kan4 tan3, tan3 ña4 kan4 ndi4","Ella le contestaba así a su hermano el cantor, porque él era un cantor y ella,",3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o3o,"of healers shall stand here, four times the healers of fathers, four times the healers of mothers, who have spoken with reverence, who have spoken with reverence, who have spoken with reverence, who have prayed."
21,2010-12-15-a,2010-12-15-a_000021,Constantino Teodoro Bautista,mi4chun2 ka4chi2=ra1 ji'4in(4)=an4 ndi4 ña4 Ñu4la2 na3ni4 ku'1ba3=ra2 ku4u4=na2 na1 ba4li4 tan3,mi4chun2 ka4chi2=ra1 ji'4in(4)=an4 ndi4 ña4 Ñu4la2 na3ni4 ku'1ba3=ra2 ku4u4=na2 na1 ba4li4 tan3,"a ella él le decía gatita, pero su hermana se llamaba Ñula, eran niños pequeños",4n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1n1a1a1n1a1n1a1n1a1n1a1n1a1n1a1a1n1a1n1a1n1a1a1n1a1n1a1a1n1a1a1n1n1a1a1n1a1n1a1a1n1n1a1a1n1a1a1n1a1a1n1n1a1a1n1a1a1n1a1a1n1n1a1a1n1a1a1n1a1a1n1a1a1a1a1a1a1n1a1a1n1a1a1n1a1a1a1a1a1a1n1a1a1a1a1a1n1a1a1n1a1a1a1n1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1,", here's where you find the untamed wicked, the wicked sorcerer, take six times you wicked who eat incomplete, the wicked who drink, the wicked who steal, the wicked sorcerers, here's the wound."
22,2010-12-15-a,2010-12-15-a_000022,Constantino Teodoro Bautista,"nde4e4=na2 be'3e3=na2 tan3 ka'4an2=ra1 ji'4in(4)=an4 ku4u4=ña4, ku4u4=na2 na1 nda'4bi2","nde4e4=na2 be'3e3=na2 tan3 ka'4an2=ra1 ji'4in(4)=an4 ku4u4=ña4, ku4u4=na2 na1 nda'4bi2",que jugaban en sus casas pues eran niños huérfanos.,"El 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de la misma fecha, el 4 de mayo de mayo de la misma fecha, el 1 de mayo de noviembre de la fecha, el 7 de mayo de la fecha, el 7 de mayo de mayo de la fecha, el 31 de mayo de la fecha, el 31 de mayo de noviembre de la fecha de la fecha, el día de la fecha, el 31 de mayo de noviembre de la fecha de la fecha, el día de la fecha, el día de mayo de la fecha, el día de la fecha, el 31 de mayo de mayo de la fecha, el día de mayo de la fecha, el día de mayo de la fecha, el día de la fecha, el día de la fecha, el día de mayo de la fecha, el día de la fecha, el día de la fecha, el día de mayo de la fecha, el día de la fecha, el día de la fecha, el día de mayo de la fecha, el día de la fecha, el día de la fecha, el día de la fecha, el día de la fecha, el día de la fecha, el día de la fecha, el día del día del día de la fecha, el día de la fecha, el día del día del día del día, el día, el día del día del día del día del día del día del día del día del día del día del día del día del día del día del día del día del día del día del día del día",": Great be the most holy father, so shall his petate be, his chair of you wicked untamed, wicked sorcerers who carry the beast's disease and now shall they stand, now shall you stand aside."
23,2010-12-15-a,2010-12-15-a_000023,Constantino Teodoro Bautista,"tan3 ndi4 su14u3 i3in(3)=a2, nda4a2 ka1 bi4=a2 ba42 ndi4 i3in3 kwen4tu2 sa3kan4 ni1-ka'1an1 ku'1ba(3)=en4 ta1 kan3to4ri2 ji'4in(4)=an4 tiem4pu2 ku4u4=na2 na1 ba4li4 ba42,","tan3 ndi4 su14u3 i3in(3)=a2, nda4a2 ka1 bi4=a2 ba42 ndi4 i3in3 kwen4tu2 sa3kan4 ni1-ka'1an1 ku'1ba(3)=en4 ta1 kan3to4ri2 ji'4in(4)=an4 tiem4pu2 ku4u4=na2 na1 ba4li4 ba42,","Pero era otra cosa, era solo un juego de palabras que su hermano el cantor le enseñó a jugar cuando eran niños,",A1B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4B3 A4 A4B3 A4B3 A4B3 A4 A4B3 A4B3 A4 A4B3 A4 A4B3 A4 A4B3 A4 A4B3 A4 A4B3 A4 A4 A4B3 A4 A4 A4B3 A4 A4 A4 A4B3 A4 A4 A4B3 A4 A4 A4 A4 A4B3 A4 A4 A7 A4 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A7 A,": I got inside the house, inside your yard, inside the house of the waterfall I got here, inside the house of the grandfather of the stream, inside the house of the grandfather of the stream I got here, inside the house of the waterfall I got here."
24,2010-12-15-a,2010-12-15-a_000024,Constantino Teodoro Bautista,"ka4chi2 na1 ta4u3ni2 nda4tu'4un4=na2 xa'1a4 na1 ba4li4 nda'4bi2, ya1 kan4 ku4u4 ndi'3i3 ba(3)=e2.","ka4chi2 na1 ta4u3ni2 nda4tu'4un4=na2 xa'1a4 na1 ba4li4 nda'4bi2, ya1 kan4 ku4u4 ndi'3i3 ba(3)=e2.",así cuentan los ancianos sobre los dos hermanos huérfanos. Eso es todo.,3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1n1a3n1a3n1a3n1a3n1a3n1a3n1n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1a3n1n1a3n1n1n1a3n1n1a3n1a3n1n1n1n1n1n1n1a3n1n1a3n1n1,"Hill, beautiful hill, there's the animal that's gonna grow up, the animal that's gonna grow up Father Most Holy I come with the word, with the breath, now change my son to my creature."
25,2010-12-15-a,2010-12-15-a_000025,Constantino Teodoro Bautista,Constantino Teodoro na3ni4=2.,Constantino Teodoro na3ni4=2.,Me llamo Constantino Teodoro.,"""Traducción de la lengua en inglés"" (en inglés) es una traducción de la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés que se usa para describir la lengua en inglés.",". And some are really hard, some say, ""Where this disease is attacking, where it bites, where it hits the nerve endings, the bone endings and the meat endings"", and I have it all in my head."
